timestamp,pm25,pm10,no2,co,temperature,humidity,wind_speed,daily_vehicle_count,peak_hour_density,green_cover_percentage,urban_density,production_index,emission_levels,industrial_activity_index,energy_price_index,season_type,pollen_level,industrial_consumption,power_demand,incident_count,severity_index,violation_index,compliance_score,aqi
2024-04-10,62.43561663863075,173.79049021182627,68.193735966139,1.9930442892035325,39.98241177311999,88.59792305511955,6.905374068028895,8355,0.7335542461428906,17.643184960020356,7952.646574714637,121.36782774130728,270.89118209254764,174.9379016724156,90.4241642107039,summer,7.59238979656995,485.237652359121,866.5533278283632,8,1.68908521660782,18.340534860973968,68.09172126172514,120.6925357931102
2024-04-11,143.10000289738826,164.8561027129702,54.69121535306633,1.0052880960834791,11.44636116581668,62.131711274542546,12.96845414284005,7465,1.3600341927320119,27.130526807110694,7322.39507429622,109.2419315844441,117.65499867339916,191.7840883093553,149.32651964297466,spring,6.1974785449156595,467.01795783853794,541.4322977551356,8,1.9404936767207859,43.16602141437834,18.657849925364133,118.28965843749877
2024-04-12,112.47915185359672,51.32658156628743,39.088895991732734,0.33303815609581167,39.31522552663952,60.76958607450725,8.199723302816826,2497,1.8953804225423978,41.89464380649959,6537.282879541726,96.87662329419095,98.54071726152057,110.80289574915793,136.8557028249461,spring,0.7741155198475058,405.82730550377215,718.9881111005874,5,1.2114666460023327,81.75653295445969,26.935970066353775,58.185103684649484
2024-04-13,93.81218778758512,31.097808140026473,88.33405137724529,2.428936049323866,22.20723882168612,72.36512256006725,5.706008234556145,3555,3.792761314538958,40.63370772456028,7843.818805142246,120.1425604497773,168.60872340518375,123.2636638386775,106.4639857896202,winter,5.128353624351421,131.63040839065926,781.8147763619472,6,4.622471413870264,84.29499931391071,80.06639415253112,70.95284367512173
2024-04-14,31.84260966194111,36.124480220388264,42.28228520515036,2.232707535415879,36.12260351011777,76.82388516630962,14.65200492765989,6409,3.382860167611639,59.2359254605952,5616.299482972891,92.32599528189915,51.83353770904507,175.02607940873156,101.66275918542753,summer,3.4330096919574093,279.00115587980326,707.003269752269,1,2.608716128954573,52.045609213938306,45.386861999593606,45.0395651646721
2024-04-15,31.83923284706837,22.915492104247956,82.57694674979983,2.33383025134899,33.471564521748206,65.9535025132052,1.660808899894735,3951,2.3717475706183477,34.27411938424105,7336.749441892051,128.80163493001018,56.45234821579543,127.45066735070782,78.4600382304681,winter,3.2857063273229423,140.75670158862113,312.40584248687463,8,0.06704726936061556,86.08108626867374,67.05405065060908,50.3075554094028
2024-04-16,18.131705703547922,35.11087372094855,46.71781631417075,2.4882879920868013,27.010487829600034,28.966702245634004,6.338226424679169,2238,3.915810226662691,39.06066557749052,9416.54878053844,97.2408803873085,188.32265990575002,162.4663974283717,101.72094276935294,winter,6.022563023772572,106.36810690511945,554.3608085983462,0,0.09723129209773307,0.5443709191690571,31.83520221360109,44.387127874292965
2024-04-17,131.26466040849093,129.2810837466171,40.80972079536622,0.5999590732048208,32.153476277539795,43.67872541961489,0.6303701275710794,5727,3.2433395524560584,10.802060995563739,4382.245142614776,96.86554770756138,180.1123510413215,108.11642244637144,134.81814982799472,autumn,3.2232482446942488,346.47318608503895,649.1507023464994,0,4.864808174760208,3.517463153159661,38.12299527748767,97.53988285905095
2024-04-18,94.15610164404923,31.390183753636638,48.954579638612614,1.111356643476115,36.35546683904043,84.96585482282349,11.098561811503956,4965,4.532183598457486,34.58435418657635,7373.096514105629,95.59559527683527,298.645497258815,145.22024791035386,118.51745132777806,autumn,7.7689374820487265,484.33176683207535,879.2350073428775,2,1.107254456866225,91.18215936367427,99.07125586231051,62.41682889513598
2024-04-19,109.13016089144637,71.0361008470018,33.6308980455935,1.9439484941194098,22.12420964953099,35.723092829069635,13.771148282987259,6686,4.181120371124118,48.86645397702053,5281.190362098629,86.1055757962144,100.46045884093952,173.9091421992953,79.00440281779865,summer,0.7079143601117444,461.14720937286006,554.9165990388578,5,4.028041444071573,77.53319298859161,24.761708717471855,76.2251618746092
2024-04-20,12.881829201412343,155.18004975511272,76.02289111674385,1.800847421523722,19.81099484689716,46.051691668625935,4.200559943257342,4701,1.6376612274014026,10.93049983759553,7069.596866325834,85.55685736660062,114.52598229011711,168.65139430432527,70.1463921053533,summer,6.603882523958254,378.7019259741617,934.9978438434011,4,0.2913765078028724,45.07060582503857,50.6456377036514,54.570446624123406
2024-04-21,145.7873793026792,23.72350971773214,52.75843705878552,0.5539605845816666,30.02780156690754,50.24538180609372,12.875125151986813,3780,1.721473599353901,26.852917911174625,7866.040019989277,112.40525172670617,78.38516058157167,181.50721006758067,76.5208536996829,autumn,8.091948036567413,138.65623366594858,552.2993784201685,1,4.6058136834727454,75.36101314779872,84.44023431905322,53.305164986043614
2024-04-22,126.54196971205904,150.31495721422974,27.060206038947644,2.076416187478421,34.23537825823776,50.758349278611654,4.383273456928467,8398,1.0641041410657353,22.477381557363394,1409.0725039221636,123.75590222790234,279.3857524134362,187.7452126603169,66.97592013928265,autumn,6.728316899204301,209.66561506892003,639.0238874104093,8,4.372085018333392,95.56394617234216,23.9223213665858,109.9846112425701
2024-04-23,39.72747549495866,65.096763963744,90.459584461084,0.7162133152243195,32.868554043298474,62.905770774616784,13.661552424658728,2588,2.0163412657285544,12.519125734575294,6819.403995537957,119.52602551358368,244.45281111461267,177.31835012587584,59.564069602371596,autumn,4.972291950199957,228.02269075411638,837.0285463542408,9,2.8554658121725733,77.20895238812851,41.521375668433066,74.64277433836756
